"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"267","RaidersSphere4th","Dec 31, 2013","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rectangle","Sekai Project"
"263","Choice of the Deathless","Dec 20, 2013","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Choice of Games","Choice of Games"
"362","Woodcutter Simulator 2013","Dec 19, 2013","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","United Independent Entertainment GmbH","United Independent Entertainment GmbH"
"381","Airport Simulator 2014","Dec 19, 2013","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","United Independent Entertainment GmbH","United Independent Entertainment GmbH"
"333","The Walking Dead: Season Two","Dec 17, 2013","N/A","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Telltale Games","Skybound Games"
"468","Ballpoint Universe - Infinite","Dec 17, 2013","$3.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Arachnid Games","Arachnid Games"
"235","Dementium II HD","Dec 17, 2013","$1.99","N/A (N/A/37%)","50,000 .. 100,000","00:00 (00:00)","Memetic Games","Missing Link Games"
"533","Just Cause 2: Multiplayer Mod","Dec 16, 2013","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Avalanche Studios","Square Enix"
"275","Blockland","Dec 16, 2013","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Eric Hartman, Ben Garney, Anthony Rotondo","Step 1 Games LLC"
"347","RaySupreme 3D","Dec 16, 2013","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BrainDistrict","BrainDistrict"
"274","7 Days to Die","Dec 13, 2013","$24.99","N/A (N/A)","2,000,000 .. 5,000,000","13:52 (10:43)","The Fun Pimps","The Fun Pimps Entertainment LLC"
"406","Viscera Cleanup Detail: Santa's Rampage","Dec 13, 2013","$2.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","RuneStorm","RuneStorm"
"81","Teslagrad","Dec 13, 2013","$9.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Rain Games","Rain Games"
"198","Violett Remastered","Dec 13, 2013","$9.99","N/A (N/A/61%)","200,000 .. 500,000","00:00 (00:00)","Forever Entertainment S. A.","Forever Entertainment S. A."
"435","RPG Maker XP","Dec 13, 2013","$24.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","KADOKAWA","Degica"
"155","Marc Eckō's Getting Up: Contents Under Pressure","Dec 13, 2013","$14.99","N/A (N/A/69%)","50,000 .. 100,000","00:00 (00:00)","The Collective, General Arcade","Devolver Digital"
"29","Stick it to The Man!","Dec 13, 2013","$7.99","N/A (N/A/83%)","20,000 .. 50,000","00:00 (00:00)","Zoink Games","Ripstone"
"536","Tales of Maj'Eyal","Dec 12, 2013","$6.99","N/A (N/A)","200,000 .. 500,000","04:19 (02:52)","Netcore Games","Netcore Games"
"58","FATE","Dec 12, 2013","$7.99","N/A (N/A/80%)","100,000 .. 200,000","00:00 (00:00)","WildTangent","WildTangent"
"280","Not The Robots","Dec 12, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","2DArray","tinyBuild"
"488","VelocityUltra","Dec 12, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Curve Digital, FuturLab","Curve Digital"
"532","Spaceforce Constellations","Dec 12, 2013","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dreamatrix","Dreamatrix"
"302","OMSI 2: Steam Edition","Dec 11, 2013","$29.99","N/A (N/A)","200,000 .. 500,000","05:19 (03:32)","MR-Software GbR","Aerosoft GmbH"
"467","Small World 2","Dec 11, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Days of Wonder","Days of Wonder, Asmodee Digital"
"190","Tiny Brains","Dec 11, 2013","$9.99","N/A (N/A/63%)","50,000 .. 100,000","00:00 (00:00)","Spearhead Games","Spearhead Games"
"259","King’s Bounty: Legions","Dec 10, 2013","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nival","Nival"
"175","The Novelist","Dec 10, 2013","$4.99","N/A (N/A/66%)","100,000 .. 200,000","00:00 (00:00)","Orthogonal Games","Maxistentialism"
"77","Samurai Gunn","Dec 10, 2013","$5.09","N/A (N/A/78%)","20,000 .. 50,000","00:00 (00:00)","Teknopants","Maxistentialism"
"66","Race The Sun","Dec 9, 2013","$9.99","N/A (N/A/79%)","500,000 .. 1,000,000","00:00 (00:00)","Flippfly LLC","Flippfly LLC"
"326","Ohm Studio","Dec 9, 2013","Free","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","GRAOUMF","Ohm Force"
"312","Zombie Tycoon 2: Brainhov's Revenge","Dec 9, 2013","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Frima Studio","Frima Studio"
"226","Gomo","Dec 6, 2013","$0.49","N/A (N/A/50%)","100,000 .. 200,000","00:00 (00:00)","Fishcow Studio","Daedalic Entertainment"
"324","Ravensword: Shadowlands","Dec 6, 2013","$6.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Crescent Moon Games","Crescent Moon Games"
"391","Shufflepuck Cantina Deluxe","Dec 6, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Agharta Studio","Agharta Studio"
"389","Nimble Quest","Dec 6, 2013","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","","Agharta Studio"
"321","MURI","Dec 6, 2013","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ludosity, Remar Games","Ludosity"
"348","Reckless Space Pirates","Dec 6, 2013","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"113","Neverwinter","Dec 5, 2013","Free","N/A (N/A/74%)","5,000,000 .. 10,000,000","00:25 (00:08)","Cryptic Studios","Perfect World Entertainment"
"91","SteamWorld Dig","Dec 5, 2013","$9.99","N/A (N/A/76%)","500,000 .. 1,000,000","00:00 (00:00)","Image & Form Games","Image & Form Games"
"238","FINAL FANTASY VIII","Dec 5, 2013","$11.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Square Enix","Square Enix"
"276","MARVEL Puzzle Quest","Dec 5, 2013","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Demiurge Studios","D3 Go!"
"221","Speedball 2 HD","Dec 5, 2013","$9.99","N/A (N/A/53%)","100,000 .. 200,000","00:00 (00:00)","Bitmap Brothers, Vivid Games","Tower Studios Ltd"
"539","Clickteam Fusion 2.5","Dec 5, 2013","$99.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Clickteam","Clickteam"
"176","Oozi: Earth Adventure","Dec 5, 2013","$4.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Awesome Games Studio","Awesome Games Studio"
"537","Dominions 4: Thrones of Ascension","Dec 5, 2013","$34.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Illwinter Game Design","Illwinter Game Design"
"527","Wooden Sen'SeY","Dec 5, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Upper Byte","Spawn Digital"
"531","Train Simulator: East Coast Main Line London-Peterborough Route Add-On","Dec 5, 2013","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dovetail Games","Dovetail Games - Trains"
"415","Savant - Ascent","Dec 4, 2013","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","D-Pad Studio","Studio V5"
"477","Broken Sword 5 - the Serpent's Curse","Dec 4, 2013","$24.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Revolution Software Ltd","Revolution Software Ltd"
"43","The Cat Lady","Dec 4, 2013","$9.99","N/A (N/A/81%)","100,000 .. 200,000","00:00 (00:00)","Harvester Games","Screen 7"
"218","Darkout","Dec 4, 2013","$9.99","N/A (N/A/55%)","100,000 .. 200,000","00:00 (00:00)","Allgraf","KISS ltd"
"329","LogoMaker 4","Dec 4, 2013","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Studio V5","Studio V5"
"258","Draw a Stickman: EPIC","Dec 3, 2013","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hitcents","Hitcents"
"241","Finding Teddy","Dec 3, 2013","$6.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Storybird","LookAtMyGame, Plug In Digital"
"215","Two Brothers","Dec 3, 2013","N/A","N/A (N/A/57%)","50,000 .. 100,000","00:00 (00:00)","Ackk Studios","Ackk Studios"
"505","Postmortem: One Must Die (Extended Cut)","Dec 3, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Unbound Creations","Unbound Creations"
"247","Tiny Barbarian DX","Dec 3, 2013","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","StarQuail Games","Nicalis, Inc."
"390","Vector","Dec 3, 2013","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","","Nekki GmbH"
"299","MovieWriterPro","Dec 3, 2013","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Writer Zone","The Writer Zone"
"254","The ORPHEUS Ruse","Dec 1, 2013","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"339","Gravity Badgers","Nov 28, 2013","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Wales Interactive","Wales Interactive"
"392","Professional Farmer 2014","Nov 27, 2013","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","PlayWay S.A.","United Independent Entertainment GmbH"
"265","Elder Sign: Omens","Nov 27, 2013","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fantasy Flight Publishing, Inc.","Fantasy Flight Publishing, Inc."
"508","Ossuary","Nov 27, 2013","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gregory Avery-Weir, Melissa Avery-Weir","Future Proof Games"
"272","Mosaico","Nov 26, 2013","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Soulid Studio","Soulid Studio"
"507","Songs2See","Nov 26, 2013","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Songquito UG","Songquito UG"
"544","Dark Angels: Masquerade of Shadows","Nov 26, 2013","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Skywind Games","Alawar Premium"
"335","Panzar","Nov 25, 2013","Free","N/A (N/A)","1,000,000 .. 2,000,000","00:00 (00:00)","Panzar Studio","OVALIS INVESTMENTS LIMITED"
"473","Zombie Apocalypse: Escape The Undead City","Nov 25, 2013","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anarchy Enterprises","Anarchy Enterprises"
"484","Bus-Simulator 2012","Nov 22, 2013","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TML-Studios","astragon Entertainment"
"296","Tank Operations: European Campaign","Nov 22, 2013","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Linked Dimensions",""
"526","Dead Sky","Nov 22, 2013","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","","astragon Entertainment"
"501","Mutant Mudds Deluxe","Nov 21, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Renegade Kid","Good Shepherd Entertainment"
"36","The Last Express Gold Edition","Nov 21, 2013","$6.99","N/A (N/A/82%)","50,000 .. 100,000","00:00 (00:00)","Dotemu","Dotemu"
"519","The Shivah","Nov 21, 2013","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","","Wadjet Eye Games"
"385","The Mysterious Cities of Gold","Nov 21, 2013","$11.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Neko Entertainment","Neko Entertainment"
"388","9.03m","Nov 20, 2013","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Space Budgie","Space Budgie"
"350","Assassin’s Creed IV Black Flag","Nov 19, 2013","$19.99","N/A (N/A)","1,000,000 .. 2,000,000","137:48 (91:51)","Ubisoft Montreal","Ubisoft"
"104","Ring Runner: Flight of the Sages","Nov 19, 2013","$4.99","N/A (N/A/75%)","100,000 .. 200,000","00:00 (00:00)","Triple.B.Titles","Triple.B.Titles"
"486","Axis Game Factory's AGFPRO v3","Nov 19, 2013","$9.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Axis Game Factory LLC","Axis Game Factory LLC"
"499","Eryi's Action","Nov 19, 2013","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Xtal Sword","Xtal Sword"
"234","Montague's Mount","Nov 19, 2013","$4.99","N/A (N/A/39%)","20,000 .. 50,000","00:00 (00:00)","PolyPusher Studios","PolyPusher Studios"
"452","Gimbal","Nov 19, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","8888888 LABS","8888888 LABS"
"445","Bloody Trapland","Nov 18, 2013","$1.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","2Play","2Play"
"261","Kingdoms Rise","Nov 18, 2013","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Flyleap Studios Pty. Ltd.","Flyleap Studios Pty. Ltd."
"545","Bridge It +","Nov 18, 2013","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Chronic Logic","Libredia Entertainment"
"201","Signal Ops","Nov 18, 2013","$9.99","N/A (N/A/61%)","0 .. 20,000","00:00 (00:00)","Space Bullet Dynamics Corporation","Space Bullet Dynamics Corporation"
"273","World Basketball Tycoon","Nov 18, 2013","$0.5","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Strategy First"
"75","Baldur's Gate II: Enhanced Edition","Nov 15, 2013","$19.99","N/A (N/A/78%)","500,000 .. 1,000,000","00:00 (00:00)","Beamdog","Beamdog"
"194","Contrast","Nov 15, 2013","$9.99","N/A (N/A/62%)","200,000 .. 500,000","00:00 (00:00)","Compulsion Games","Focus Home Interactive"
"236","X Rebirth","Nov 15, 2013","$29.99","N/A (N/A/33%)","200,000 .. 500,000","00:00 (00:00)","Egosoft","Egosoft"
"395","Earth 2140","Nov 15, 2013","$4.99","N/A (N/A)","200,000 .. 500,000","03:46 (01:32)","Reality Pump Studios","Topware Interactive ACE, ACE"
"222","Deadfall Adventures","Nov 15, 2013","$19.99","N/A (N/A/53%)","100,000 .. 200,000","00:00 (00:00)","The Farm 51","THQ Nordic"
"250","Wildlife Park 2 - Fantasy","Nov 15, 2013","$0.69","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","b-alive gmbh","b-alive gmbh"
"342","Elementary My Dear Majesty!","Nov 15, 2013","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Alawar Dreamdale","Alawar Premium"
"470","Emergency 2014","Nov 15, 2013","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sixteen Tons Entertainment","Sixteen Tons Entertainment"
"315","Train Simulator: West Somerset Railway Route Add-On","Nov 14, 2013","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dovetail Games","Dovetail Games - Trains"
"264","Wasteland 1 - The Original Classic","Nov 13, 2013","$5.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","inXile Entertainment","inXile Entertainment"
"449","Blood Knights","Nov 13, 2013","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Deck 13","Kalypso Media Digital"
"192","Redshirt","Nov 13, 2013","$9.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","The Tiniest Shark","Positech"
"62","Injustice: Gods Among Us Ultimate Edition","Nov 12, 2013","$19.99","N/A (N/A/79%)","1,000,000 .. 2,000,000","00:00 (00:00)","NetherRealm Studios, High Voltage Software","Warner Bros. Interactive Entertainment"
"503","99 Spirits","Nov 12, 2013","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TORaIKI","Fruitbat Factory"
"293","Vox","Nov 12, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","",""
"529","Aartform Curvy 3D 3.0","Nov 12, 2013","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aartform","Aartform"
"122","PixelJunk Shooter","Nov 11, 2013","$8.99","N/A (N/A/73%)","100,000 .. 200,000","00:00 (00:00)","Double Eleven, Q-Games Ltd.","Double Eleven"
"159","Rain Blood Chronicles: Mirage","Nov 11, 2013","$4.99","N/A (N/A/68%)","0 .. 20,000","00:00 (00:00)","","Origo Games"
"332","Hacking locks Simulator","Nov 11, 2013","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SHOWHIM.NET Developers","SHOWHIM.NET"
"495","Dream Chamber","Nov 10, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Forge Reply","Microids Indie"
"85","Risk of Rain","Nov 8, 2013","$9.99","N/A (N/A/77%)","1,000,000 .. 2,000,000","00:07 (00:02)","Hopoo Games","Chucklefish"
"405","Project Zomboid","Nov 8, 2013","$14.99","N/A (N/A)","1,000,000 .. 2,000,000","02:10 (01:12)","The Indie Stone","The Indie Stone"
"169","Long Live The Queen","Nov 8, 2013","$9.99","N/A (N/A/67%)","200,000 .. 500,000","00:01 (00:00)","Hanako Games","Hanako Games"
"469","Poöf","Nov 8, 2013","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Arkedo","Neko Entertainment"
"497","Garfield Kart","Nov 7, 2013","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Artefacts Studios","Microids"
"40","Desktop Dungeons","Nov 7, 2013","$14.99","N/A (N/A/82%)","100,000 .. 200,000","00:00 (00:00)","QCF Design","QCF Design"
"168","A Walk in the Dark","Nov 7, 2013","$6.99","N/A (N/A/67%)","20,000 .. 50,000","00:00 (00:00)","",""
"380","Reach for the Sun","Nov 7, 2013","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Filament Games",""
"356","Anomaly Korea","Nov 6, 2013","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","11 bit studios","11 bit studios"
"374","Type:Rider","Nov 6, 2013","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Ex Nihilo","Plug In Digital"
"485","Anomaly Warzone Earth Mobile Campaign","Nov 6, 2013","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","11 bit studios","11 bit studios"
"41","King Arthur's Gold","Nov 5, 2013","Free","N/A (N/A/81%)","500,000 .. 1,000,000","01:42 (00:34)","Transhuman Design","Transhuman Design"
"61","State of Decay","Nov 5, 2013","N/A","N/A (N/A/79%)","500,000 .. 1,000,000","00:00 (00:00)","Undead Labs","Xbox Game Studios"
"424","Sid Meier’s Ace Patrol: Pacific Skies","Nov 5, 2013","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Firaxis Games","2K"
"180","Final Exam","Nov 5, 2013","$9.99","N/A (N/A/66%)","100,000 .. 200,000","00:00 (00:00)","Mighty Rocket Studio","Focus Home Interactive"
"253","YOU DON'T KNOW JACK SPORTS","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"330","YOU DON'T KNOW JACK Vol. 3","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"331","YOU DON'T KNOW JACK TELEVISION","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"397","YOU DON'T KNOW JACK Vol. 1 XL","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"457","YOU DON'T KNOW JACK MOVIES","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"506","YOU DON'T KNOW JACK Vol. 4 The Ride","Nov 5, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"338","Intake","Nov 5, 2013","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cipher Prime Studios","Cipher Prime Studios"
"367","YOU DON'T KNOW JACK Vol. 2","Nov 5, 2013","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"442","YOU DON'T KNOW JACK Vol. 6 The Lost Gold","Nov 5, 2013","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"494","YOU DON'T KNOW JACK HEADRUSH","Nov 5, 2013","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jackbox Games, Inc.","Jackbox Games, Inc."
"547","Gentlemen!","Nov 5, 2013","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lucky Frame","Blazing Griffin"
"373","Pinball Arcade","Nov 4, 2013","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","FarSight Studios","FarSight Studios"
"185","Journey of a Roach","Nov 4, 2013","$6.99","N/A (N/A/65%)","200,000 .. 500,000","00:00 (00:00)","Koboldgames, Daedalic Entertainment","Daedalic Entertainment"
"98","Fester Mudd: Curse of the Gold - Episode 1","Nov 4, 2013","$9.99","N/A (N/A/76%)","20,000 .. 50,000","00:00 (00:00)","",""
"140","Battle Worlds: Kronos","Nov 4, 2013","$19.99","N/A (N/A/71%)","20,000 .. 50,000","00:00 (00:00)","KING Art","KING Art, THQ Nordic"
